company,founded_year,sector,subsector,country,city,funding_usd_millions,valuation_usd_millions,employees,startup_stage,profitable,is_unicorn,data_source,company_key
DailyPay,2021,Financial Services,,United States,New York,,1700.0,,Unicorn,,True,Unicorn Dataset,dailypay
Udaan,2018,Consumer & Retail,,India,Bengaluru,,1700.0,,Unicorn,,True,Unicorn Dataset,udaan
Harry's,2018,Consumer & Retail,,United States,New York,,1700.0,,Unicorn,,True,Unicorn Dataset,harry's
PAX,2018,Consumer & Retail,,United States,San Francisco,,1700.0,,Unicorn,,True,Unicorn Dataset,pax
DispatchHealth,2021,Healthcare & Life Sciences,,United States,Denver,,1700.0,,Unicorn,,True,Unicorn Dataset,dispatchhealth
Pax8,2022,Enterprise Tech,,United States,Greenwood Village,,1700.0,,Unicorn,,True,Unicorn Dataset,pax8
Multiverse,2022,Enterprise Tech,,United Kingdom,London,,1700.0,,Unicorn,,True,Unicorn Dataset,multiverse
Front,2022,Enterprise Tech,,United States,San Francisco,,1700.0,,Unicorn,,True,Unicorn Dataset,front
Redesign Health,2022,Healthcare & Life Sciences,,United States,New York,,1700.0,,Unicorn,,True,Unicorn Dataset,redesign health
Tessera Therapeutics,2022,Healthcare & Life Sciences,,United States,Cambridge,,1690.0,,Unicorn,,True,Unicorn Dataset,tessera therapeutics
Ascend Elements,2023,Industrials,,United States,Westborough,,1670.0,,Unicorn,,True,Unicorn Dataset,ascend elements
Uniswap,2022,Financial Services,,United States,New York,,1660.0,,Unicorn,,True,Unicorn Dataset,uniswap
Kredivo Holdings,2022,Financial Services,,Singapore,Singapore City,,1660.0,,Unicorn,,True,Unicorn Dataset,kredivo holdings
Unite Us,2021,Healthcare & Life Sciences,,United States,New York,,1600.0,,Unicorn,,True,Unicorn Dataset,unite us
CircleCI,2021,Enterprise Tech,,United States,San Francisco,,1700.0,,Unicorn,,True,Unicorn Dataset,circleci
Wave,2021,Financial Services,,Senegal,Dakar,,1700.0,,Unicorn,,True,Unicorn Dataset,wave
Dragos,2021,Industrials,,United States,Hanover,,1700.0,,Unicorn,,True,Unicorn Dataset,dragos
Reltio,2021,Enterprise Tech,,United States,Redwood City,,1700.0,,Unicorn,,True,Unicorn Dataset,reltio
H2O.ai,2021,Enterprise Tech,,United States,Mountain View,,1700.0,,Unicorn,,True,Unicorn Dataset,h2o.ai
ZenBusiness,2021,Enterprise Tech,,United States,Austin,,1700.0,,Unicorn,,True,Unicorn Dataset,zenbusiness
Carsome,2021,Industrials,,Malaysia,Selangor,,1700.0,,Unicorn,,True,Unicorn Dataset,carsome
Productboard,2022,Enterprise Tech,,United States,San Francisco,,1730.0,,Unicorn,,True,Unicorn Dataset,productboard
Spotter,2022,Financial Services,,United States,Los Angeles,,1700.0,,Unicorn,,True,Unicorn Dataset,spotter
Optimism,2022,Enterprise Tech,,United States,San Francisco,,1650.0,,Unicorn,,True,Unicorn Dataset,optimism
Incredible Health,2022,Healthcare & Life Sciences,,United States,San Francisco,,1650.0,,Unicorn,,True,Unicorn Dataset,incredible health
Jusfoun Big Data,2018,Enterprise Tech,,China,Beijing,,1620.0,,Unicorn,,True,Unicorn Dataset,jusfoun big data
Transcarent,2022,Healthcare & Life Sciences,,United States,San Francisco,,1620.0,,Unicorn,,True,Unicorn Dataset,transcarent
DealShare,2022,Consumer & Retail,,India,Bengaluru,,1700.0,,Unicorn,,True,Unicorn Dataset,dealshare
Zhubajie,2015,Enterprise Tech,,China,Chongqing,,1610.0,,Unicorn,,True,Unicorn Dataset,zhubajie
Solaris,2021,Financial Services,,Germany,Berlin,,1600.0,,Unicorn,,True,Unicorn Dataset,solaris
Apollo,2023,Enterprise Tech,,United States,Covina,,1600.0,,Unicorn,,True,Unicorn Dataset,apollo
DataStax,2021,Enterprise Tech,,United States,Santa Clara,,1600.0,,Unicorn,,True,Unicorn Dataset,datastax
Infinidat,2015,Enterprise Tech,,United States,Waltham,,1600.0,,Unicorn,,True,Unicorn Dataset,infinidat
Afiniti,2017,Enterprise Tech,,Bermuda,Hamilton,,1600.0,,Unicorn,,True,Unicorn Dataset,afiniti
Cao Cao Mobility,2018,Industrials,,China,Hangzhou,,1600.0,,Unicorn,,True,Unicorn Dataset,cao cao mobility
Clari,2021,Enterprise Tech,,United States,Sunnyvale,,2600.0,,Unicorn,,True,Unicorn Dataset,clari
Clio,2021,Enterprise Tech,,Canada,Burnaby,,1600.0,,Unicorn,,True,Unicorn Dataset,clio
SafetyCulture,2021,Industrials,,Australia,Sydney,,1760.0,,Unicorn,,True,Unicorn Dataset,safetyculture
Monte Carlo,2022,Enterprise Tech,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,monte carlo
Cresta,2022,Enterprise Tech,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,cresta
Extend,2021,Insurance,,United States,San Francisco,,1360.0,,Unicorn,,True,Unicorn Dataset,extend
Employment Hero,2023,Enterprise Tech,,Australia,Sydney,,1370.0,,Unicorn,,True,Unicorn Dataset,employment hero
Generate Biomedicines,2021,Healthcare & Life Sciences,,United States,Cambridge,,1360.0,,Unicorn,,True,Unicorn Dataset,generate biomedicines
Lambda Labs,2023,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,lambda labs
Cognite,2021,Industrials,,Norway,Lysaker,,1500.0,,Unicorn,,True,Unicorn Dataset,cognite
ASAPP,2021,Enterprise Tech,,United States,New York,,1600.0,,Unicorn,,True,Unicorn Dataset,asapp
SmartHR,2021,Enterprise Tech,,Japan,Tokyo,,1600.0,,Unicorn,,True,Unicorn Dataset,smarthr
Mercury,2021,Financial Services,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,mercury
HomeLight,2021,Financial Services,,United States,San Francisco,,1700.0,,Unicorn,,True,Unicorn Dataset,homelight
Truepill,2021,Healthcare & Life Sciences,,United States,Hayward,,1600.0,,Unicorn,,True,Unicorn Dataset,truepill
ezCater,2019,Consumer & Retail,,United States,Boston,,1600.0,,Unicorn,,True,Unicorn Dataset,ezcater
Wayflyer,2022,Financial Services,,Ireland,Dublin,,1600.0,,Unicorn,,True,Unicorn Dataset,wayflyer
Capitolis,2022,Financial Services,,United States,New York,,1600.0,,Unicorn,,True,Unicorn Dataset,capitolis
Vanta,2022,Enterprise Tech,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,vanta
Magic Eden,2022,Media & Entertainment,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,magic eden
Pave,2022,Enterprise Tech,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,pave
Astranis,2021,Industrials,,United States,San Francisco,,1600.0,,Unicorn,,True,Unicorn Dataset,astranis
Promasidor Holdings,2016,Consumer & Retail,,South Africa,Bryanston,,1590.0,,Unicorn,,True,Unicorn Dataset,promasidor holdings
GalaxySpace,2020,Industrials,,China,Beijing,,1580.0,,Unicorn,,True,Unicorn Dataset,galaxyspace
Icon,2022,Industrials,,United States,Austin,,1570.0,,Unicorn,,True,Unicorn Dataset,icon
Fresh Life Style Supply Chain Management,2022,Consumer & Retail,,China,Chengdu,,1570.0,,Unicorn,,True,Unicorn Dataset,fresh life style supply chain management
Alloy,2021,Financial Services,,United States,New York,,1550.0,,Unicorn,,True,Unicorn Dataset,alloy
Baiwang,2019,Enterprise Tech,,China,Beijing,,1550.0,,Unicorn,,True,Unicorn Dataset,baiwang
Iluvatar CoreX,2021,Enterprise Tech,,China,Shanghai,,1550.0,,Unicorn,,True,Unicorn Dataset,iluvatar corex
Wenheyou,2021,Consumer & Retail,,China,Hunan,,1550.0,,Unicorn,,True,Unicorn Dataset,wenheyou
Kitopi,2021,Consumer & Retail,,United Arab Emirates,Dubai,,1550.0,,Unicorn,,True,Unicorn Dataset,kitopi
Ximalaya FM,2017,Media & Entertainment,,China,Shanghai,,1520.0,,Unicorn,,True,Unicorn Dataset,ximalaya fm
Carzone,2019,Industrials,,China,Jiangsu,,1520.0,,Unicorn,,True,Unicorn Dataset,carzone
Tabby,2023,Financial Services,,United Arab Emirates,Dubai,,1500.0,,Unicorn,,True,Unicorn Dataset,tabby
Runway,2023,Media & Entertainment,,United States,New York,,1500.0,,Unicorn,,True,Unicorn Dataset,runway
OpenWeb,2021,Media & Entertainment,,United States,New York,,1500.0,,Unicorn,,True,Unicorn Dataset,openweb
bolttech,2021,Insurance,,Singapore,Singapore City,,1500.0,,Unicorn,,True,Unicorn Dataset,bolttech
First Mode,2022,Industrials,,United States,Seattle,,1500.0,,Unicorn,,True,Unicorn Dataset,first mode
Mu Sigma,2013,Enterprise Tech,,United States,Northbrook,,1500.0,,Unicorn,,True,Unicorn Dataset,mu sigma
Kushki,2022,Financial Services,,Ecuador,Quito,,1500.0,,Unicorn,,True,Unicorn Dataset,kushki
Jasper,2022,Enterprise Tech,,United States,Austin,,1500.0,,Unicorn,,True,Unicorn Dataset,jasper
Orna Therapeutics,2022,Healthcare & Life Sciences,,United States,Cambridge,,1500.0,,Unicorn,,True,Unicorn Dataset,orna therapeutics
TuJia,2015,Consumer & Retail,,China,Beijing,,1500.0,,Unicorn,,True,Unicorn Dataset,tujia
Mofang Living,2016,Consumer & Retail,,China,Shanghai,,1500.0,,Unicorn,,True,Unicorn Dataset,mofang living
Gett,2016,Industrials,,United Kingdom,London,,1500.0,,Unicorn,,True,Unicorn Dataset,gett
DT Dream,2017,Enterprise Tech,,China,Hangzhou,,1500.0,,Unicorn,,True,Unicorn Dataset,dt dream
Changingedu,2017,Consumer & Retail,,China,Shanghai,,1500.0,,Unicorn,,True,Unicorn Dataset,changingedu
XiaoZhu,2017,Consumer & Retail,,China,Beijing,,1500.0,,Unicorn,,True,Unicorn Dataset,xiaozhu
JOLLY Information Technology,2018,Consumer & Retail,,China,Hangzhou,,1500.0,,Unicorn,,True,Unicorn Dataset,jolly information technology
Yijiupi,2018,Consumer & Retail,,China,Beijing,,1500.0,,Unicorn,,True,Unicorn Dataset,yijiupi
Cambridge Mobile Telematics,2018,Insurance,,United States,Cambridge,,1500.0,,Unicorn,,True,Unicorn Dataset,cambridge mobile telematics
Collective Health,2019,Healthcare & Life Sciences,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,collective health
Strava,2020,Healthcare & Life Sciences,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,strava
Zenoti,2020,Consumer & Retail,,United States,Bellevue,,1500.0,,Unicorn,,True,Unicorn Dataset,zenoti
K Health,2021,Healthcare & Life Sciences,,United States,New York,,1500.0,,Unicorn,,True,Unicorn Dataset,k health
Uplight,2021,Industrials,,United States,Boulder,,1500.0,,Unicorn,,True,Unicorn Dataset,uplight
ID.me,2021,Consumer & Retail,,United States,McLean,,1500.0,,Unicorn,,True,Unicorn Dataset,id.me
Snapdocs,2021,Financial Services,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,snapdocs
Chipper Cash,2021,Financial Services,,United States,San Francisco,,2000.0,,Unicorn,,True,Unicorn Dataset,chipper cash
SHIFT UP,2023,Media & Entertainment,,South Korea,Seoul,,1470.0,,Unicorn,,True,Unicorn Dataset,shift up
Ledger,2021,Financial Services,,France,Paris,,1470.0,,Unicorn,,True,Unicorn Dataset,ledger
Next Silicon,2021,Enterprise Tech,,Israel,Tel Aviv,,1500.0,,Unicorn,,True,Unicorn Dataset,next silicon
YQNlink,2021,Industrials,,China,Shanghai,,1500.0,,Unicorn,,True,Unicorn Dataset,yqnlink
impact.com,2021,Enterprise Tech,,United States,Santa Barbara,,1500.0,,Unicorn,,True,Unicorn Dataset,impact.com
SmartRecruiters,2021,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,smartrecruiters
NotCo,2021,Consumer & Retail,,Chile,Santiago,,1500.0,,Unicorn,,True,Unicorn Dataset,notco
Culture Amp,2021,Enterprise Tech,,Australia,Richmond,,1500.0,,Unicorn,,True,Unicorn Dataset,culture amp
TaxBit,2021,Financial Services,,United States,Draper,,1500.0,,Unicorn,,True,Unicorn Dataset,taxbit
Pacaso,2021,Financial Services,,United States,Cincinnati,,1500.0,,Unicorn,,True,Unicorn Dataset,pacaso
1047 Games,2021,Media & Entertainment,,United States,Zephyr Cove,,1500.0,,Unicorn,,True,Unicorn Dataset,1047 games
Matillion,2021,Enterprise Tech,,United Kingdom,Altrincham,,1500.0,,Unicorn,,True,Unicorn Dataset,matillion
Persona,2021,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,persona
Ascend Money,2021,Financial Services,,Thailand,Bangkok,,1500.0,,Unicorn,,True,Unicorn Dataset,ascend money
Andela,2021,Enterprise Tech,,United States,New York,,1500.0,,Unicorn,,True,Unicorn Dataset,andela
Built,2021,Financial Services,,United States,Nashville,,1500.0,,Unicorn,,True,Unicorn Dataset,built
CoinList,2021,Financial Services,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,coinlist
Lusha,2021,Enterprise Tech,,United States,New York,,1500.0,,Unicorn,,True,Unicorn Dataset,lusha
cult.fit,2021,Healthcare & Life Sciences,,India,Bengaluru,,1500.0,,Unicorn,,True,Unicorn Dataset,cult.fit
Olist,2021,Consumer & Retail,,Brazil,Curitiba,,1500.0,,Unicorn,,True,Unicorn Dataset,olist
Paradox,2021,Enterprise Tech,,United States,Scottsdale,,1500.0,,Unicorn,,True,Unicorn Dataset,paradox
Airbyte,2021,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,airbyte
StoreDot,2022,Industrials,,Israel,Herzliya,,1500.0,,Unicorn,,True,Unicorn Dataset,storedot
Spendesk,2022,Enterprise Tech,,France,Paris,,1500.0,,Unicorn,,True,Unicorn Dataset,spendesk
Veriff,2022,Enterprise Tech,,Estonia,Tallinn,,1500.0,,Unicorn,,True,Unicorn Dataset,veriff
ElasticRun,2022,Industrials,,India,Pune,,1500.0,,Unicorn,,True,Unicorn Dataset,elasticrun
Veho,2021,Consumer & Retail,,United States,Boulder,,1500.0,,Unicorn,,True,Unicorn Dataset,veho
Temporal,2022,Enterprise Tech,,United States,Bellevue,,1500.0,,Unicorn,,True,Unicorn Dataset,temporal
Fabric,2022,Consumer & Retail,,United States,Bellevue,,1500.0,,Unicorn,,True,Unicorn Dataset,fabric
Zeta,2021,Financial Services,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,zeta
Boba,2022,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,boba
Upside,2022,Consumer & Retail,,United States,DC,,1500.0,,Unicorn,,True,Unicorn Dataset,upside
Mashgin,2022,Consumer & Retail,,United States,Palo Alto,,1500.0,,Unicorn,,True,Unicorn Dataset,mashgin
Dock,2022,Financial Services,,Brazil,Sao Paulo,,1500.0,,Unicorn,,True,Unicorn Dataset,dock
Prometheus,2021,Industrials,,United States,Santa Cruz,,1500.0,,Unicorn,,True,Unicorn Dataset,prometheus
5ire,2022,Enterprise Tech,,United Kingdom,London,,1500.0,,Unicorn,,True,Unicorn Dataset,5ire
Yipin Shengxian,2019,Consumer & Retail,,China,Hefei,,1490.0,,Unicorn,,True,Unicorn Dataset,yipin shengxian
Bordrin Motors,2019,Industrials,,China,Shanghai,,1480.0,,Unicorn,,True,Unicorn Dataset,bordrin motors
Arcadia,2022,Enterprise Tech,,United States,DC,,1480.0,,Unicorn,,True,Unicorn Dataset,arcadia
VTS,2019,Financial Services,,United States,New York,,1470.0,,Unicorn,,True,Unicorn Dataset,vts
Shukun Technology,2021,Healthcare & Life Sciences,,China,Beijing,,1460.0,,Unicorn,,True,Unicorn Dataset,shukun technology
Huasun,2023,Industrials,,China,Xuancheng,,1460.0,,Unicorn,,True,Unicorn Dataset,huasun
Loft,2020,Financial Services,,Brazil,Sao Paulo,,1460.0,,Unicorn,,True,Unicorn Dataset,loft
Coocaa,2018,Media & Entertainment,,China,Shenzhen,,1450.0,,Unicorn,,True,Unicorn Dataset,coocaa
Juma Peisong,2018,Industrials,,China,Chengdu,,1450.0,,Unicorn,,True,Unicorn Dataset,juma peisong
Ouyeel,2019,Industrials,,China,Shanghai,,1450.0,,Unicorn,,True,Unicorn Dataset,ouyeel
Gymshark,2020,Consumer & Retail,,United Kingdom,Solihull,,1450.0,,Unicorn,,True,Unicorn Dataset,gymshark
M1,2021,Financial Services,,United States,Chicago,,1450.0,,Unicorn,,True,Unicorn Dataset,m1
Aleo,2022,Enterprise Tech,,United States,San Francisco,,1450.0,,Unicorn,,True,Unicorn Dataset,aleo
Einride,2021,Industrials,,Sweden,Stockholm,,1440.0,,Unicorn,,True,Unicorn Dataset,einride
Justworks,2020,Enterprise Tech,,United States,New York,,1430.0,,Unicorn,,True,Unicorn Dataset,justworks
Valgen Medtech,2021,Healthcare & Life Sciences,,China,Hangzhou,,1430.0,,Unicorn,,True,Unicorn Dataset,valgen medtech
SonderMind,2021,Healthcare & Life Sciences,,United States,Denver,,1420.0,,Unicorn,,True,Unicorn Dataset,sondermind
Fox Ess,2023,Industrials,,China,Wenzhou,,1400.0,,Unicorn,,True,Unicorn Dataset,fox ess
Zepto,2023,Consumer & Retail,,India,Mumbai,,1400.0,,Unicorn,,True,Unicorn Dataset,zepto
Amagi,2022,Media & Entertainment,,India,Bengaluru,,1400.0,,Unicorn,,True,Unicorn Dataset,amagi
Liquid Death,2024,Consumer & Retail,,United States,Santa Monica,,1400.0,,Unicorn,,True,Unicorn Dataset,liquid death
Papa,2021,Healthcare & Life Sciences,,United States,Miami,,1400.0,,Unicorn,,True,Unicorn Dataset,papa
Xpressbees,2022,Consumer & Retail,,India,Pune,,1400.0,,Unicorn,,True,Unicorn Dataset,xpressbees
Figment,2021,Financial Services,,Canada,Toronto,,1400.0,,Unicorn,,True,Unicorn Dataset,figment
Envoy,2022,Enterprise Tech,,United States,San Francisco,,1400.0,,Unicorn,,True,Unicorn Dataset,envoy
Deliverect,2022,Consumer & Retail,,Belgium,Ghent,,1400.0,,Unicorn,,True,Unicorn Dataset,deliverect
SparkCognition,2022,Enterprise Tech,,United States,Austin,,1400.0,,Unicorn,,True,Unicorn Dataset,sparkcognition
Liquidity,2023,Financial Services,,Israel,Tel Aviv,,1400.0,,Unicorn,,True,Unicorn Dataset,liquidity
Firebolt,2022,Enterprise Tech,,Israel,Tel Aviv,,1400.0,,Unicorn,,True,Unicorn Dataset,firebolt
AI21 Labs,2023,Enterprise Tech,,Israel,Tel Aviv,,1400.0,,Unicorn,,True,Unicorn Dataset,ai21 labs
Koudai,2014,Consumer & Retail,,China,Beijing,,1400.0,,Unicorn,,True,Unicorn Dataset,koudai
Symphony,2017,Financial Services,,United States,New York,,1400.0,,Unicorn,,True,Unicorn Dataset,symphony
Yidian Zixun,2017,Media & Entertainment,,China,Beijing,,1400.0,,Unicorn,,True,Unicorn Dataset,yidian zixun
Cabify,2018,Industrials,,Spain,Madrid,,1400.0,,Unicorn,,True,Unicorn Dataset,cabify
Hive Box,2018,Consumer & Retail,,China,Shenzhen,,1400.0,,Unicorn,,True,Unicorn Dataset,hive box
Away,2019,Consumer & Retail,,United States,New York,,1400.0,,Unicorn,,True,Unicorn Dataset,away
Kong,2020,Enterprise Tech,,United States,San Francisco,,1400.0,,Unicorn,,True,Unicorn Dataset,kong
Epidemic Sound,2021,Media & Entertainment,,Sweden,Stockholm,,1400.0,,Unicorn,,True,Unicorn Dataset,epidemic sound
Yotpo,2021,Consumer & Retail,,United States,New York,,1400.0,,Unicorn,,True,Unicorn Dataset,yotpo
Rebel Foods,2021,Consumer & Retail,,India,Pune,,1400.0,,Unicorn,,True,Unicorn Dataset,rebel foods
Coda,2021,Enterprise Tech,,United States,Mountain View,,1400.0,,Unicorn,,True,Unicorn Dataset,coda
Stash,2021,Financial Services,,United States,New York,,1400.0,,Unicorn,,True,Unicorn Dataset,stash
Rad Power Bikes,2021,Industrials,,United States,Seattle,,1400.0,,Unicorn,,True,Unicorn Dataset,rad power bikes
Clarify Health,2022,Healthcare & Life Sciences,,United States,San Francisco,,1400.0,,Unicorn,,True,Unicorn Dataset,clarify health
Bucketplace,2022,Consumer & Retail,,South Korea,Seoul,,1400.0,,Unicorn,,True,Unicorn Dataset,bucketplace
Paddle,2022,Enterprise Tech,,United Kingdom,London,,1400.0,,Unicorn,,True,Unicorn Dataset,paddle
OneCard,2022,Financial Services,,India,Pune,,1400.0,,Unicorn,,True,Unicorn Dataset,onecard
boAT,2022,Consumer & Retail,,India,Mumbai,,1400.0,,Unicorn,,True,Unicorn Dataset,boat
Phenom People,2021,Enterprise Tech,,United States,Ambler,,1400.0,,Unicorn,,True,Unicorn Dataset,phenom people
GupShup,2021,Enterprise Tech,,United States,San Francisco,,1400.0,,Unicorn,,True,Unicorn Dataset,gupshup
Degreed,2021,Enterprise Tech,,United States,Pleasanton,,1400.0,,Unicorn,,True,Unicorn Dataset,degreed
Scalable Capital,2021,Financial Services,,Germany,Munich,,1400.0,,Unicorn,,True,Unicorn Dataset,scalable capital
VideoAmp,2021,Enterprise Tech,,United States,Los Angeles,,1400.0,,Unicorn,,True,Unicorn Dataset,videoamp
Panther Labs,2021,Enterprise Tech,,United States,San Francisco,,1400.0,,Unicorn,,True,Unicorn Dataset,panther labs
Salt Security,2022,Enterprise Tech,,United States,Palo Alto,,1400.0,,Unicorn,,True,Unicorn Dataset,salt security
Tripledot,2022,Media & Entertainment,,United Kingdom,London,,1400.0,,Unicorn,,True,Unicorn Dataset,tripledot
Nimble Rx,2022,Healthcare & Life Sciences,,United States,Redwood City,,1400.0,,Unicorn,,True,Unicorn Dataset,nimble rx
Veepee,2007,Consumer & Retail,,France,La Plaine Saint-Denis,,1380.0,,Unicorn,,True,Unicorn Dataset,veepee
Neon,2022,Financial Services,,Brazil,Sao Paulo,,1380.0,,Unicorn,,True,Unicorn Dataset,neon
Movable Ink,2022,Enterprise Tech,,United States,New York,,1360.0,,Unicorn,,True,Unicorn Dataset,movable ink
Patreon,2020,Media & Entertainment,,United States,San Francisco,,1350.0,,Unicorn,,True,Unicorn Dataset,patreon
DeepBlue Technology,2018,Consumer & Retail,,China,Shanghai,,1350.0,,Unicorn,,True,Unicorn Dataset,deepblue technology
Klook,2018,Consumer & Retail,,Hong Kong,Central,,1350.0,,Unicorn,,True,Unicorn Dataset,klook
Epirus,2022,Industrials,,United States,Hawthorne,,1350.0,,Unicorn,,True,Unicorn Dataset,epirus
Signifyd,2021,Consumer & Retail,,United States,San Jose,,1340.0,,Unicorn,,True,Unicorn Dataset,signifyd
Jaguar Microsystems,2022,Industrials,,China,Shenzhen,,1340.0,,Unicorn,,True,Unicorn Dataset,jaguar microsystems
Motorway,2021,Industrials,,United Kingdom,London,,1330.0,,Unicorn,,True,Unicorn Dataset,motorway
RIDI,2022,Media & Entertainment,,South Korea,Seoul,,1330.0,,Unicorn,,True,Unicorn Dataset,ridi
Lyten,2023,Industrials,,United States,San Jose,,1330.0,,Unicorn,,True,Unicorn Dataset,lyten
Flipboard,2015,Media & Entertainment,,United States,Palo Alto,,1320.0,,Unicorn,,True,Unicorn Dataset,flipboard
GPclub,2018,Consumer & Retail,,South Korea,Seoul,,1320.0,,Unicorn,,True,Unicorn Dataset,gpclub
Tongdun Technology,2019,Enterprise Tech,,China,Hangzhou,,1320.0,,Unicorn,,True,Unicorn Dataset,tongdun technology
Athletic Greens,2022,Healthcare & Life Sciences,,United States,New York,,1320.0,,Unicorn,,True,Unicorn Dataset,athletic greens
Unisound,2018,Enterprise Tech,,China,Beijing,,1310.0,,Unicorn,,True,Unicorn Dataset,unisound
Alzheon,2020,Healthcare & Life Sciences,,United States,Framingham,,1310.0,,Unicorn,,True,Unicorn Dataset,alzheon
MasterControl,2022,Healthcare & Life Sciences,,United States,Salt Lake City,,1300.0,,Unicorn,,True,Unicorn Dataset,mastercontrol
eFishery,2023,Industrials,,Indonesia,Bandung,,1300.0,,Unicorn,,True,Unicorn Dataset,efishery
Zum,2024,Industrials,,United States,Redwood City,,1300.0,,Unicorn,,True,Unicorn Dataset,zum
HeartFlow,2017,Healthcare & Life Sciences,,United States,Redwood City,,1300.0,,Unicorn,,True,Unicorn Dataset,heartflow
Shiprocket,2022,Consumer & Retail,,India,New Delhi,,1230.0,,Unicorn,,True,Unicorn Dataset,shiprocket
The Brandtech Group,2019,Enterprise Tech,,United States,New York,,1300.0,,Unicorn,,True,Unicorn Dataset,the brandtech group
HashKeyHashKey,2024,Financial Services,,Hong Kong,Hong Kong,,1300.0,,Unicorn,,True,Unicorn Dataset,hashkeyhashkey
Insightec,2020,Healthcare & Life Sciences,,Israel,Tirat Carmel,,1300.0,,Unicorn,,True,Unicorn Dataset,insightec
Everly Health,2020,Healthcare & Life Sciences,,United States,Austin,,1300.0,,Unicorn,,True,Unicorn Dataset,everly health
Manner,2020,Consumer & Retail,,China,Shanghai,,1300.0,,Unicorn,,True,Unicorn Dataset,manner
TalkingData,2021,Enterprise Tech,,China,Beijing,,1300.0,,Unicorn,,True,Unicorn Dataset,talkingdata
DistroKid,2021,Media & Entertainment,,United States,New York,,1300.0,,Unicorn,,True,Unicorn Dataset,distrokid
Konfio,2021,Financial Services,,Mexico,Mexico City,,1300.0,,Unicorn,,True,Unicorn Dataset,konfio
Betterment,2021,Financial Services,,United States,New York,,1300.0,,Unicorn,,True,Unicorn Dataset,betterment
Flock Freight,2021,Industrials,,United States,Encinitas,,1300.0,,Unicorn,,True,Unicorn Dataset,flock freight
YugaByte,2021,Enterprise Tech,,United States,Sunnyvale,,1300.0,,Unicorn,,True,Unicorn Dataset,yugabyte
Lukka,2022,Financial Services,,United States,New York,,1300.0,,Unicorn,,True,Unicorn Dataset,lukka
TravelPerk,2022,Enterprise Tech,,Spain,Barcelona,,1300.0,,Unicorn,,True,Unicorn Dataset,travelperk
iTrustCapital,2022,Financial Services,,United States,Long Beach,,1300.0,,Unicorn,,True,Unicorn Dataset,itrustcapital
Domestika,2022,Media & Entertainment,,United States,Berkeley,,1300.0,,Unicorn,,True,Unicorn Dataset,domestika
CoinTracker,2022,Financial Services,,United States,San Francisco,,1300.0,,Unicorn,,True,Unicorn Dataset,cointracker
Loadsmart,2022,Industrials,,United States,New York,,1300.0,,Unicorn,,True,Unicorn Dataset,loadsmart
TUNGEE,2021,Enterprise Tech,,China,Guangzhou,,1300.0,,Unicorn,,True,Unicorn Dataset,tungee
Yubi,2022,Financial Services,,India,Chennai,,1500.0,,Unicorn,,True,Unicorn Dataset,yubi
LinkTree,2022,Media & Entertainment,,Australia,Melbourne,,1300.0,,Unicorn,,True,Unicorn Dataset,linktree
Island,2022,Enterprise Tech,,United States,Dallas,,1500.0,,Unicorn,,True,Unicorn Dataset,island
Clipboard Health,2022,Healthcare & Life Sciences,,United States,San Francisco,,1300.0,,Unicorn,,True,Unicorn Dataset,clipboard health
Biofourmis,2022,Healthcare & Life Sciences,,United States,Boston,,1300.0,,Unicorn,,True,Unicorn Dataset,biofourmis
STORD,2021,Industrials,,United States,Atlanta,,1300.0,,Unicorn,,True,Unicorn Dataset,stord
Optibus,2022,Industrials,,Israel,Tel Aviv,,1300.0,,Unicorn,,True,Unicorn Dataset,optibus
Keyfactor,2023,Enterprise Tech,,United States,Independence,,1300.0,,Unicorn,,True,Unicorn Dataset,keyfactor
Equashield,2022,Healthcare & Life Sciences,,United States,Port Washington,,1300.0,,Unicorn,,True,Unicorn Dataset,equashield
Intercom,2018,Enterprise Tech,,United States,San Francisco,,1280.0,,Unicorn,,True,Unicorn Dataset,intercom
OVO Energy,2019,Industrials,,United Kingdom,Bristol,,1280.0,,Unicorn,,True,Unicorn Dataset,ovo energy
Huisuanzhang,2021,Financial Services,,China,Beijing,,1280.0,,Unicorn,,True,Unicorn Dataset,huisuanzhang
